location,bhk,price,sq_feet,latitude,longitude,bhk_num,price_per_sqft
Bogmalo Beach,3 BHK,14300000,5728.0,15.369678,73.8338775,3.0,2496.5083798882683
Navelim,3 BHK,14500000,8419.0,15.2565946,73.9664212,3.0,1722.2948093597815
Navelim,4 BHK,14500000,7203.0,15.2565946,73.9664212,4.0,2013.0501180063861
Arpora,2 BHK,14500000,15135.0,15.5630974,73.7640368,2.0,958.0442682523951
Candolim,1 BHK,14500000,21048.0,15.5201532,73.7659422,1.0,688.9015583428354
Calangute,2 BHK,14500000,8450.0,15.545594,73.7646182,2.0,1715.9763313609467
Porvorim,2 BHK,14500000,10362.0,15.5251795,73.8282988,2.0,1399.343756031654
Calangute,1 BHK,14500000,17968.0,15.545594,73.7646182,1.0,806.9902048085486
Candolim,1 BHK,14500000,17059.0,15.5201532,73.7659422,1.0,849.9912069875139
Assagao,1 BHK,14500000,19244.0,15.5981002,73.7721529,1.0,753.4816046559966
Kadamba Plateau,2 BHK,14500000,12257.0,15.4893121,73.8911462,2.0,1182.9974708329935
Mapusa,2 BHK,14500000,10902.0,15.590853,73.8102146,2.0,1330.0311869381765
Arpora,2 BHK,14500000,20001.0,15.5630974,73.7640368,2.0,724.9637518124093
Porvorim,2 BHK,14500000,10863.0,15.5251795,73.8282988,2.0,1334.806222958667
Bicholim,2 BHK,14500000,11197.0,15.5557695,73.977291,2.0,1294.9897293918013
Porvorim,2 BHK,14500000,13575.0,15.5251795,73.8282988,2.0,1068.1399631675874
Cuncolim,Land,14700000,12000.0,15.1801323,73.9978596,0.0,1225.0
Revora,Land,14800000,836.0,15.6566956,73.8464744,0.0,17703.34928229665
Calangute,1 BHK,14800000,17857.0,15.545594,73.7646182,1.0,828.8066304530437
Revora,Land,14800000,836.0,15.6566956,73.8464744,0.0,17703.34928229665
Calangute,1 BHK,14900000,16556.0,15.545594,73.7646182,1.0,899.9758395747765
Siolim,1 BHK,15000000,17165.0,15.6270222,73.7656851,1.0,873.871249635887
Siolim,2 BHK,15000000,17747.0,15.6270222,73.7656851,2.0,845.2132754831803
Calangute,2 BHK,15000000,12500.0,15.545594,73.7646182,2.0,1200.0
Porvorim,3 BHK,15000000,9290.0,15.5251795,73.8282988,3.0,1614.6393972012918
Benaulim,4 BHK,15000000,11612.0,15.2601367,73.9275675,4.0,1291.7671374440233
Velsao,3 BHK,15000000,9290.0,15.354467,73.8839713,3.0,1614.6393972012918
Sancoale,2 BHK,15000000,12500.0,15.3886307,73.8893336,2.0,1200.0
Marcel,3 BHK,15000000,7732.0,15.5140574,73.9612967,3.0,1939.9896533885153
Vagator,2 BHK,15000000,11148.0,15.5985735,73.7408126,2.0,1345.5328310010764
Kadamba Plateau,3 BHK,15000000,9960.0,15.4893121,73.8911462,3.0,1506.0240963855422
Arpora,2 BHK,15000000,14423.0,15.5630974,73.7640368,2.0,1040.005546696249
Sanguem,Land,15000000,155.0,15.2282657,74.1512667,0.0,96774.19354838709
Nerul,2 BHK,15000000,18228.0,15.5093392,73.7846696,2.0,822.9098090849243
Candolim,2 BHK,15000000,14287.0,15.5201532,73.7659422,2.0,1049.9055085042346
Kadamba Plateau,2 BHK,15000000,13271.0,15.4893121,73.8911462,2.0,1130.2840780649537
Maharashtra Border,Land,15000000,926.0,,,0.0,16198.704103671706
Dona Paula,2 BHK,15000000,19580.0,15.4581997,73.8038671,2.0,766.0878447395302
Porvorim,2 BHK,15000000,12000.0,15.5251795,73.8282988,2.0,1250.0
Porvorim,2 BHK,15000000,12000.0,15.5251795,73.8282988,2.0,1250.0
Calangute,1 BHK,15000000,22727.0,15.545594,73.7646182,1.0,660.0079200950412
Panaji,2 BHK,15000000,12554.0,15.4989946,73.8282141,2.0,1194.8382985502628
Thivim,2 BHK,15000000,12448.0,15.6298781,73.8770455,2.0,1205.012853470437
Colva,3 BHK,15000000,9375.0,15.278266,73.9197099,3.0,1600.0
Margao,4 BHK,15000000,2629.0,15.272923,73.9583159,4.0,5705.591479650057
Kadamba Plateau,2 BHK,15000000,12668.0,15.4893121,73.8911462,2.0,1184.0858856962425
Porvorim,3 BHK,15000000,9954.0,15.5251795,73.8282988,3.0,1506.931886678722
Margao,3 BHK,15000000,9290.0,15.272923,73.9583159,3.0,1614.6393972012918
Curca,3 BHK,15000000,5684.0,15.4608194,73.8778694,3.0,2638.9866291344124
Vasco,Office Space,15000000,9954.0,15.398403,73.8129178,0.0,1506.931886678722
Kadamba Plateau,3 BHK,15000000,12500.0,15.4893121,73.8911462,3.0,1200.0
Vasco,3 BHK,15000000,8047.0,15.398403,73.8129178,3.0,1864.0487138063875
Porvorim,2 BHK,15000000,13575.0,15.5251795,73.8282988,2.0,1104.9723756906078
Kadamba Plateau,2 BHK,15000000,13935.0,15.4893121,73.8911462,2.0,1076.4262648008612
Benaulim,2 BHK,15000000,8994.0,15.2601367,73.9275675,2.0,1667.7785190126751
Calangute,1 BHK,15000000,23225.0,15.545594,73.7646182,1.0,645.8557588805166
Pernem,Land,15000000,221.0,15.7089964,73.8167602,0.0,67873.30316742082
Kadamba Plateau,2 BHK,15000000,11148.0,15.4893121,73.8911462,2.0,1345.5328310010764
Valpoi,Land,15000000,387.0,15.531466,74.1372751,0.0,38759.68992248062
Dona Paula,2 BHK,15000000,11329.0,15.4581997,73.8038671,2.0,1324.0356606937946
Panjim,2 BHK,15000000,11612.0,15.4989946,73.8282141,2.0,1291.7671374440233
Kadamba Plateau,2 BHK,15000000,12668.0,15.4893121,73.8911462,2.0,1184.0858856962425
Carmona,3 BHK,15000000,6342.0,15.1976008,73.9510757,3.0,2365.1844843897825
Loutolim,Land,15000000,15000.0,15.3400173,73.9860024,0.0,1000.0
Colva,2 BHK,15000000,12799.0,15.278266,73.9197099,2.0,1171.9665598874913
Kadamba Plateau,2 BHK,15000000,11148.0,15.4893121,73.8911462,2.0,1345.5328310010764
Dabolim,3 BHK,15000000,8444.0,15.3896948,73.8528925,3.0,1776.4092846991946
Betalbatim,Land,15000000,20134.0,15.300881,73.9203,0.0,745.0084434290255
Dona Paula,3 BHK,15000000,19580.0,15.4581997,73.8038671,3.0,766.0878447395302
Aldona,Land,15000000,871.0,15.5896313,73.8710503,0.0,17221.58438576349
Benaulim,2 BHK,15000000,8994.0,15.2601367,73.9275675,2.0,1667.7785190126751
Taligao,2 BHK,15000000,14970.0,15.477811,73.82054,2.0,1002.0040080160321
Margao,Land,15200000,2601.0,15.272923,73.9583159,0.0,5843.906189926951
Margao,2 BHK,15200000,11736.0,15.272923,73.9583159,2.0,1295.1601908657124
Benaulim,4 BHK,15200000,11767.0,15.2601367,73.9275675,4.0,1291.748109118722
Sasoli,Land,15200000,1382.0,,,0.0,10998.552821997106
Calangute,1 BHK,15300000,17857.0,15.545594,73.7646182,1.0,856.8068544548356
Chopdem,1 BHK,15400000,12024.0,15.6379493,73.7547837,1.0,1280.7717897538257
Taleigao,2 BHK,15500000,12521.0,15.4702665,73.8225674,2.0,1237.9202939062375
Nerul,2 BHK,15500000,12000.0,15.5093392,73.7846696,2.0,1291.6666666666667
Camurlim,3 BHK,15500000,5962.0,15.6446615,73.8018179,3.0,2599.79872525998
Nerul,2 BHK,15500000,13362.0,15.5093392,73.7846696,2.0,1160.0059871276756
Calangute,2 BHK,15500000,17857.0,15.545594,73.7646182,2.0,868.0069440555525
Calangute,1 BHK,15500000,17857.0,15.545594,73.7646182,1.0,868.0069440555525
Calangute,2 BHK,15500000,9394.0,15.545594,73.7646182,2.0,1649.9893549073877
Calangute,2 BHK,15500000,11071.0,15.545594,73.7646182,2.0,1400.054195646283
Calangute,1 BHK,15500000,17857.0,15.545594,73.7646182,1.0,868.0069440555525
Arpora,1 BHK,15500000,20001.0,15.5630974,73.7640368,1.0,774.9612519374032
Dona Paula,2 BHK,15500000,11707.0,15.4581997,73.8038671,2.0,1323.9941915093534
Porvorim,3 BHK,15500000,7143.0,15.5251795,73.8282988,3.0,2169.9566008679826
Candolim,2 BHK,15500000,14287.0,15.5201532,73.7659422,2.0,1084.902358787709
Anjuna,Land,15600000,557.0,15.5850408,73.7438151,0.0,28007.18132854578
Margao,2 BHK,15700000,12466.0,15.272923,73.9583159,2.0,1259.4256377346383
Dabolim,3 BHK,15700000,9203.0,15.3896948,73.8528925,3.0,1705.965446050201
Dabolim,3 BHK,15700000,9203.0,15.3896948,73.8528925,3.0,1705.965446050201
Verna,3 BHK,15800000,5581.0,15.3510255,73.9303722,3.0,2831.0338648987636
Porvorim,4 BHK,16000000,13575.0,15.5251795,73.8282988,4.0,1178.6372007366483
Assagao,2 BHK,16000000,12925.0,15.5981002,73.7721529,2.0,1237.9110251450677
Porvorim,2 BHK,16000000,11434.0,15.5251795,73.8282988,2.0,1399.3353157250306
Morjim,2 BHK,16000000,13333.0,15.6294635,73.7358315,2.0,1200.0300007500186
Canca,3 BHK,16000000,9290.0,15.5831807,73.7984276,3.0,1722.2820236813777
Porvorim,3 BHK,16000000,13575.0,15.5251795,73.8282988,3.0,1178.6372007366483
Riverdale,Land,16000000,1111.0,,,0.0,14401.440144014401
Porvorim,3 BHK,16000000,7373.0,15.5251795,73.8282988,3.0,2170.0800217008004
Porvorim,2 BHK,16000000,11800.0,15.5251795,73.8282988,2.0,1355.9322033898304
Arpora,2 BHK,16000000,14023.0,15.5630974,73.7640368,2.0,1140.9826713256793
Siolim,3 BHK,16000000,13637.0,15.6270222,73.7656851,3.0,1173.2785803329177
Betalbatim,2 BHK,16000000,9913.0,15.300881,73.9203,2.0,1614.042166851609
Caranzalem,3 BHK,16000000,14042.0,15.4677228,73.8079977,3.0,1139.4388263780088
Dhargalim,Land,16000000,3861.0,15.6707263,73.8438631,0.0,4144.004144004144
Dabolim,3 BHK,16000000,9204.0,15.3896948,73.8528925,3.0,1738.374619730552
Calangute,1 BHK,16000000,19753.0,15.545594,73.7646182,1.0,810.003543765504
Divar Island,2 BHK,16000000,2316.0,15.5250877,73.9078163,2.0,6908.46286701209
Candolim,2 BHK,16000000,17487.0,15.5201532,73.7659422,2.0,914.965402870704
Siolim,1 BHK,16000000,11434.0,15.6270222,73.7656851,1.0,1399.3353157250306
Porvorim,2 BHK,16000000,12597.0,15.5251795,73.8282988,2.0,1270.143685004366
Colva,3 BHK,16000000,10909.0,15.278266,73.9197099,3.0,1466.6788889907416
Dabolim,3 BHK,16000000,8494.0,15.3896948,73.8528925,3.0,1883.6825994819874
Sancoale,Land,16000000,4938.0,15.3886307,73.8893336,0.0,3240.178209801539
Pernem,Land,16000000,4464.0,15.7089964,73.8167602,0.0,3584.2293906810037
Dabolim,3 BHK,16000000,9204.0,15.3896948,73.8528925,3.0,1738.374619730552
Caranzalem,3 BHK,16000000,9290.0,15.4677228,73.8079977,3.0,1722.2820236813777
Candolim,2 BHK,16500000,13750.0,15.5201532,73.7659422,2.0,1200.0
Candolim,2 BHK,16500000,16500.0,15.5201532,73.7659422,2.0,1000.0
Calangute,2 BHK,16500000,12781.0,15.545594,73.7646182,2.0,1290.9787966512793
Mapusa,3 BHK,16500000,9781.0,15.590853,73.8102146,3.0,1686.9440752479297
Arpora,2 BHK,16500000,20001.0,15.5630974,73.7640368,2.0,824.9587520623969
Ribandar,2 BHK,16500000,11791.0,15.502891,73.866032,2.0,1399.3724026800103
Kadamba Plateau,2 BHK,16500000,9167.0,15.4893121,73.8911462,2.0,1799.9345478346243
Sancoale,3 BHK,16500000,9763.0,15.3886307,73.8893336,3.0,1690.054286592236
Porvorim,3 BHK,16500000,7064.0,15.5251795,73.8282988,3.0,2335.7870894677235
Arpora,2 BHK,16500000,12222.0,15.5630974,73.7640368,2.0,1350.0245459008345
Calangute,1 BHK,16600000,17857.0,15.545594,73.7646182,1.0,929.6074368594949
Anjuna,1 BHK,16600000,20649.0,15.5850408,73.7438151,1.0,803.9130224223933
Dabolim,4 BHK,16700000,8444.0,15.3896948,73.8528925,4.0,1977.7356702984368
Candolim,2 BHK,17000000,16451.0,15.5201532,73.7659422,2.0,1033.371831499605
Guirim,2 BHK,17000000,22078.0,15.5670553,73.8036817,2.0,769.9972823625328
Sancoale,2 BHK,17000000,7288.0,15.3886307,73.8893336,2.0,2332.6015367727773
Thivim,Land,17000000,2340.0,15.6298781,73.8770455,0.0,7264.957264957265
Dabolim,Land,17000000,6169.0,15.3896948,73.8528925,0.0,2755.714054141676
Siolim,2 BHK,17000000,15041.0,15.6270222,73.7656851,2.0,1130.2439997340603
Sancoale,2 BHK,17000000,10189.0,15.3886307,73.8893336,2.0,1668.4659927372657
Sancoale,2 BHK,17000000,7288.0,15.3886307,73.8893336,2.0,2332.6015367727773
Porvorim,2 BHK,17000000,12077.0,15.5251795,73.8282988,2.0,1407.6343462780492
Siolim,3 BHK,17000000,17747.0,15.6270222,73.7656851,3.0,957.9083788809377
Dabolim,4 BHK,17300000,6794.0,15.3896948,73.8528925,4.0,2546.3644392110687
Calangute,2 BHK,17300000,17857.0,15.545594,73.7646182,2.0,968.8077504620037
Calangute,2 BHK,17300000,17857.0,15.545594,73.7646182,2.0,968.8077504620037
Calangute,2 BHK,17300000,14382.0,15.545594,73.7646182,2.0,1202.8925045195383
Siolim,2 BHK,17300000,17747.0,15.6270222,73.7656851,2.0,974.8126443906012
Dabolim,4 BHK,17300000,6794.0,15.3896948,73.8528925,4.0,2546.3644392110687
Sasoli,Land,17500000,796.0,,,0.0,21984.924623115578
Arpora,2 BHK,17500000,13006.0,15.5630974,73.7640368,2.0,1345.5328310010764
Siolim,2 BHK,17500000,14403.0,15.6270222,73.7656851,2.0,1215.0246476428522
Mapsa,4 BHK,17500000,7393.0,,,4.0,2367.1040173136753
Calangute,1 BHK,17500000,31877.0,15.545594,73.7646182,1.0,548.9851617153433
Candolim,2 BHK,17500000,14780.0,15.5201532,73.7659422,2.0,1184.0324763193505
Vasco,3 BHK,17500000,7778.0,15.398403,73.8129178,3.0,2249.9357161223966
Porvorim,2 BHK,17500000,13575.0,15.5251795,73.8282988,2.0,1289.134438305709
Colva,3 BHK,17500000,11667.0,15.278266,73.9197099,3.0,1499.9571440815976
Panjim,3 BHK,17500000,8750.0,15.4989946,73.8282141,3.0,2000.0
Candolim,2 BHK,17500000,17570.0,15.5201532,73.7659422,2.0,996.01593625498
Candolim,2 BHK,17500000,14287.0,15.5201532,73.7659422,2.0,1224.889759921607
Porvorim,3 BHK,17500000,11060.0,15.5251795,73.8282988,3.0,1582.2784810126582
Candolim,2 BHK,17500000,14287.0,15.5201532,73.7659422,2.0,1224.889759921607
Siolim,2 BHK,17500000,18064.0,15.6270222,73.7656851,2.0,968.7776793622675
Nuvem,3 BHK,17500000,6369.0,15.308184,73.9480748,3.0,2747.684094834354
Siolim,2 BHK,17500000,16258.0,15.6270222,73.7656851,2.0,1076.3931602903185
Goa,2 BHK,17500000,14403.0,15.4989946,73.8282141,2.0,1215.0246476428522
Margao,3 BHK,17500000,7779.0,15.272923,73.9583159,3.0,2249.6464841239235
Dona Paula,2 BHK,17500000,13217.0,15.4581997,73.8038671,2.0,1324.052356813195
Dona Paula,3 BHK,17500000,18777.0,15.4581997,73.8038671,3.0,931.9912659104223
Kadamba Plateau,3 BHK,17500000,9429.0,15.4893121,73.8911462,3.0,1855.9762435040832
Sangolda,2 BHK,17500000,10938.0,15.5454334,73.8114185,2.0,1599.9268604863778
Caranzalem,3 BHK,17500000,9032.0,15.4677228,73.8079977,3.0,1937.555358724535
Candolim,2 BHK,17500000,14387.0,15.5201532,73.7659422,2.0,1216.3758949051228
Panjim,3 BHK,17500000,8788.0,15.4989946,73.8282141,3.0,1991.3518434228492
Porvorim,2 BHK,17500000,13575.0,15.5251795,73.8282988,2.0,1289.134438305709
Candolim,2 BHK,17500000,17500.0,15.5201532,73.7659422,2.0,1000.0
Navelim,Land,17500000,2322.0,15.2565946,73.9664212,0.0,7536.606373815676
Porvorim,3 BHK,17500000,13575.0,15.5251795,73.8282988,3.0,1289.134438305709
Arambol,Land,17500000,4064.0,15.6878815,73.7055986,0.0,4306.102362204724
Taleigao,3 BHK,17500000,10540.0,15.4702665,73.8225674,3.0,1660.3415559772295
Dona Paula,2 BHK,17500000,13217.0,15.4581997,73.8038671,2.0,1324.052356813195
Candolim,2 BHK,17500000,19500.0,15.5201532,73.7659422,2.0,897.4358974358975
Taleigao,2 BHK,17700000,12091.0,15.4702665,73.8225674,2.0,1463.8987676784386
Dabolim,4 BHK,17800000,6980.0,15.3896948,73.8528925,4.0,2550.143266475645
Dabolim,4 BHK,17800000,6980.0,15.3896948,73.8528925,4.0,2550.143266475645
Porvorim,3 BHK,18000000,13575.0,15.5251795,73.8282988,3.0,1325.9668508287293
Candolim,2 BHK,18000000,18176.0,15.5201532,73.7659422,2.0,990.3169014084507
Calangute,2 BHK,18000000,15254.0,15.545594,73.7646182,2.0,1180.0183558410909
Ponda,Land,18000000,2787.0,15.3979351,74.0079788,0.0,6458.557588805167
Candolim,2 BHK,18000000,18072.0,15.5201532,73.7659422,2.0,996.01593625498
Candolim,2 BHK,18000000,14287.0,15.5201532,73.7659422,2.0,1259.8866102050815
Parra,Land,18000000,3339.0,15.573657,73.7931724,0.0,5390.8355795148245
Calangute,2 BHK,18000000,17419.0,15.545594,73.7646182,2.0,1033.354383144842
Caranzalem,3 BHK,18000000,11299.0,15.4677228,73.8079977,3.0,1593.0613328613151
Colvale,Land,18000000,3981.0,15.6444652,73.836751,0.0,4521.4770158251695
Reis Magos,3 BHK,18000000,13846.0,15.4966011,73.8095534,3.0,1300.01444460494
Siolim,2 BHK,18000000,16235.0,15.6270222,73.7656851,2.0,1108.715737603942
Anjuna,2 BHK,18000000,15926.0,15.5850408,73.7438151,2.0,1130.227301268366
Taleigao,2 BHK,18000000,13271.0,15.4702665,73.8225674,2.0,1356.3408936779445
Assagao,1 BHK,18000000,11944.0,15.5981002,73.7721529,1.0,1507.032819825854
Colva,Land,18300000,3252.0,15.278266,73.9197099,0.0,5627.306273062731
Telaulim,Land,18300000,15958.0,15.24329,73.956604,0.0,1146.7602456448176
Porvorim,3 BHK,18300000,13575.0,15.5251795,73.8282988,3.0,1348.0662983425414
Porvorim,Land,18400000,6027.0,15.5251795,73.8282988,0.0,3052.928488468558
Dabolim,4 BHK,18500000,7260.0,15.3896948,73.8528925,4.0,2548.2093663911846
Dabolim,Land,18500000,9241.0,15.3896948,73.8528925,0.0,2001.9478411427335
Raia,3 BHK,18500000,7485.0,15.31364,73.9840684,3.0,2471.609886439546
Benaulim,Land,18500000,2322.0,15.2601367,73.9275675,0.0,7967.269595176572
Taleigao,2 BHK,18500000,16818.0,15.4702665,73.8225674,2.0,1100.0118920204543
Bambolim,Land,18500000,3437.0,15.4549212,73.8464479,0.0,5382.601105615362
Arpora,2 BHK,18500000,20001.0,15.5630974,73.7640368,2.0,924.9537523123844
Dona Paula,3 BHK,18500000,9548.0,15.4581997,73.8038671,3.0,1937.5785504817763
Dona Paula,Land,18500000,6052.0,15.4581997,73.8038671,0.0,3056.8407138136154
Candolim,1 BHK,18500000,27407.0,15.5201532,73.7659422,1.0,675.0100339329368
Dabolim,4 BHK,18500000,7260.0,15.3896948,73.8528925,4.0,2548.2093663911846
Dona Paula,3 BHK,18600000,19580.0,15.4581997,73.8038671,3.0,949.9489274770174
Panjim,Office Space,18700000,11430.0,15.4989946,73.8282141,0.0,1636.0454943132108
Siolim,2 BHK,18800000,16634.0,15.6270222,73.7656851,2.0,1130.2152218347962
Panjim,2 BHK,18800000,18384.0,15.4989946,73.8282141,2.0,1022.6283724978242
Arpora,2 BHK,18900000,13935.0,15.5630974,73.7640368,2.0,1356.2970936490851
Utorda,4 BHK,18900000,5729.0,15.3243076,73.9097235,4.0,3299.005061965439
Candolim,2 BHK,19000000,17651.0,15.5201532,73.7659422,2.0,1076.4262648008612
Candolim,2 BHK,19000000,7915.0,15.5201532,73.7659422,2.0,2400.5053695514844
Candolim,2 BHK,19000000,14287.0,15.5201532,73.7659422,2.0,1329.8803107720305
Candolim,2 BHK,19000000,14287.0,15.5201532,73.7659422,2.0,1329.8803107720305
Old Goa,3 BHK,19000000,7845.0,15.5023329,73.9117432,3.0,2421.9247928616956
Caranzalem,3 BHK,19000000,11388.0,15.4677228,73.8079977,3.0,1668.4229012996136
Betalbatim,Land,19000000,3923.0,15.300881,73.9203,0.0,4843.232220239613
Issorcim,Land,19100000,38254.0,,,0.0,499.2941914571025
Calangute,2 BHK,19100000,17857.0,15.545594,73.7646182,2.0,1069.608556868455
Majorda,Land,19200000,2973.0,15.3132484,73.9103868,0.0,6458.123107971745
Thivim,Land,19200000,12000.0,15.6298781,73.8770455,0.0,1600.0
Caranzalem,3 BHK,19300000,11953.0,15.4677228,73.8079977,3.0,1614.6574081820463
Taleigao,3 BHK,19400000,12177.0,15.4702665,73.8225674,3.0,1593.1674468259835
Candolim,3 BHK,19500000,10317.0,15.5201532,73.7659422,3.0,1890.0843268391975
Candolim,2 BHK,19500000,14287.0,15.5201532,73.7659422,2.0,1364.877161055505
Porvorim,3 BHK,19500000,13883.0,15.5251795,73.8282988,3.0,1404.5955485125694
Vasco,4 BHK,19500000,7486.0,15.398403,73.8129178,4.0,2604.862409831686
Miramar,2 BHK,19500000,21304.0,15.4827569,73.8093495,2.0,915.3210664663912
Taleigao,Land,19500000,6038.0,15.4702665,73.8225674,0.0,3229.546207353428
Anjuna,2 BHK,19500000,19898.0,15.5850408,73.7438151,2.0,979.9979897477133
Taleigao,3 BHK,19500000,13127.0,15.4702665,73.8225674,3.0,1485.4879256494248
Kadamba Plateau,3 BHK,19500000,12940.0,15.4893121,73.8911462,3.0,1506.9551777434312
Porvorim,3 BHK,19700000,13575.0,15.5251795,73.8282988,3.0,1451.197053406998
Porvorim,Land,19800000,5110.0,15.5251795,73.8282988,0.0,3874.7553816046966
Panjim,2 BHK,20000000,14815.0,15.4989946,73.8282141,2.0,1349.9831252109348
Panjim,Office Space,20000000,11614.0,15.4989946,73.8282141,0.0,1722.0595832615809
Panaji,3 BHK,20000000,10802.0,15.4989946,73.8282141,3.0,1851.508979818552
Mapusa,3 BHK,20000000,12993.0,15.590853,73.8102146,3.0,1539.2903871315323
Porvorim,3 BHK,20000000,8848.0,15.5251795,73.8282988,3.0,2260.3978300180834
Panjim,2 BHK,20000000,14815.0,15.4989946,73.8282141,2.0,1349.9831252109348
Ucassaim,Land,20000000,14545.0,15.5815901,73.8415693,0.0,1375.0429700928155
Khorlim,Land,20000000,2297.0,15.5962895,73.7988996,0.0,8707.009142359599
Candolim,2 BHK,20000000,15880.0,15.5201532,73.7659422,2.0,1259.4458438287154
Fatorda,3 BHK,20000000,6460.0,15.2981753,73.9715379,3.0,3095.9752321981423
Raia,3 BHK,20000000,12387.0,15.31364,73.9840684,3.0,1614.5959473641722
Dabolim,3 BHK,20000000,14292.0,15.3896948,73.8528925,3.0,1399.384270920795
Dabolim,3 BHK,20000000,14292.0,15.3896948,73.8528925,3.0,1399.384270920795
Panaji,2 BHK,20000000,15106.0,15.4989946,73.8282141,2.0,1323.9772275916855
Arpora,2 BHK,20000000,20001.0,15.5630974,73.7640368,2.0,999.950002499875
Ucassaim,Land,20000000,14545.0,15.5815901,73.8415693,0.0,1375.0429700928155
Dona Paula,2 BHK,20000000,15106.0,15.4581997,73.8038671,2.0,1323.9772275916855
Taleigao,3 BHK,20000000,10802.0,15.4702665,73.8225674,3.0,1851.508979818552
Margao,5 BHK,20000000,11261.0,15.272923,73.9583159,5.0,1776.0412041559364
Dhargal,Land,20000000,2500.0,,,0.0,8000.0
Ponda,Land,20000000,11765.0,15.3979351,74.0079788,0.0,1699.9575010624735
Sancoale,Land,20000000,5401.0,15.3886307,73.8893336,0.0,3703.017959637104
Cavelossim,4 BHK,20000000,7974.0,15.1845618,73.9456314,4.0,2508.151492350138
Porvorim,3 BHK,20000000,13575.0,15.5251795,73.8282988,3.0,1473.2965009208103
Kadamba Plateau,2 BHK,20000000,10000.0,15.4893121,73.8911462,2.0,2000.0
Porvorim,3 BHK,20000000,7432.0,15.5251795,73.8282988,3.0,2691.0656620021527
Betalbatim,3 BHK,20000000,11628.0,15.300881,73.9203,3.0,1719.986240110079
Curchorem,Land,20000000,16667.0,15.2617381,74.1082756,0.0,1199.9760004799905
Old Goa,3 BHK,20000000,5583.0,15.5023329,73.9117432,3.0,3582.303421099767
Margao,3 BHK,20000000,7834.0,15.272923,73.9583159,3.0,2552.974214960429
Kadamba Plateau,5 BHK,20000000,5309.0,15.4893121,73.8911462,5.0,3767.1877943115464
Margao,5 BHK,20000000,5063.0,15.272923,73.9583159,5.0,3950.2271380604384
Calangute,Land,20000000,6193.0,15.545594,73.7646182,0.0,3229.452607782981
Panjim,3 BHK,20000000,12993.0,15.4989946,73.8282141,3.0,1539.2903871315323
Porvorim,3 BHK,20000000,7840.0,15.5251795,73.8282988,3.0,2551.0204081632655
Taleigao,3 BHK,20300000,10540.0,15.4702665,73.8225674,3.0,1925.9962049335863
Sircaim,Land,20400000,8500.0,15.6244317,73.8788724,0.0,2400.0
Arpora,3 BHK,20500000,9951.0,15.5630974,73.7640368,3.0,2060.0944628680536
Calangute,2 BHK,20600000,15724.0,15.545594,73.7646182,2.0,1310.0992113965913
Aldona,Land,20700000,4547.0,15.5896313,73.8710503,0.0,4552.452166263471
Calangute,2 BHK,20800000,17857.0,15.545594,73.7646182,2.0,1164.8093184745478
Assagao,2 BHK,20900000,18661.0,15.5981002,73.7721529,2.0,1119.9828519371952
Taleigao,3 BHK,21000000,10540.0,15.4702665,73.8225674,3.0,1992.4098671726756
Morjim,10 BHK,21000000,4884.0,15.6294635,73.7358315,10.0,4299.7542997543
Taleigao,3 BHK,21000000,13191.0,15.4702665,73.8225674,3.0,1591.9945417329998
Sancoale,3 BHK,21000000,8824.0,15.3886307,73.8893336,3.0,2379.8730734360834
Siolim,2 BHK,21000000,17270.0,15.6270222,73.7656851,2.0,1215.9814707585408
Siolim,2 BHK,21000000,11634.0,15.6270222,73.7656851,2.0,1805.0541516245487
Mapusa,3 BHK,21000000,10545.0,15.590853,73.8102146,3.0,1991.4651493598863
Siolim,2 BHK,21500000,19582.0,15.6270222,73.7656851,2.0,1097.9470942702483
Dona Paula,4 BHK,21500000,19580.0,15.4581997,73.8038671,4.0,1098.05924412666
Dona Paula,4 BHK,21500000,19580.0,15.4581997,73.8038671,4.0,1098.05924412666
Dabolim,Land,21700000,3252.0,15.3896948,73.8528925,0.0,6672.816728167281
Candolim,2 BHK,21700000,16799.0,15.5201532,73.7659422,2.0,1291.7435561640573
Bogmalo,Land,21800000,20018.0,15.3696321,73.8359166,0.0,1089.0198821061044
Candolim,2 BHK,22000000,13819.0,15.5201532,73.7659422,2.0,1592.0109993487229
Assagao,2 BHK,22000000,22478.0,15.5981002,73.7721529,2.0,978.7347628792597
Calangute,4 BHK,22000000,11354.0,15.545594,73.7646182,4.0,1937.643121366919
Karaswada,3 BHK,22000000,6131.0,15.6104102,73.8266444,3.0,3588.3216441037353
Caranzalem,3 BHK,22000000,14095.0,15.4677228,73.8079977,3.0,1560.8371763036537
Caranzalem,3 BHK,22000000,12774.0,15.4677228,73.8079977,3.0,1722.2483168936903
Betalbatim,Land,22000000,4542.0,15.300881,73.9203,0.0,4843.68119771026
Panaji,3 BHK,22000000,14193.0,15.4989946,73.8282141,3.0,1550.0598886775172
Raia,4 BHK,22000000,8078.0,15.31364,73.9840684,4.0,2723.446397623174
Raia,4 BHK,22000000,8078.0,15.31364,73.9840684,4.0,2723.446397623174
Raia,4 BHK,22000000,8175.0,15.31364,73.9840684,4.0,2691.131498470948
Raia,4 BHK,22000000,8175.0,15.31364,73.9840684,4.0,2691.131498470948
Raia,4 BHK,22000000,8175.0,15.31364,73.9840684,4.0,2691.131498470948
