Location,BHK,price,sq_feet,latitude,longitude
Ribandar,4 BHK,41000000,13368,15.502891,73.866032
Ribandar,4 BHK,41000000,13368,15.502891,73.866032
Nachinola,3 BHK,41000000,17080,15.5920154,73.8545597
Chorao,Land,41200000,2321,15.5473117,73.8777787
Caranzalem,3 BHK,41500000,22679,15.4677228,73.8079977
Caranzalem,3 BHK,41500000,18625,15.4677228,73.8079977
Thivim,Land,41500000,3084,15.6298781,73.8770455
Aldona,Land,42000000,3252,15.5896313,73.8710503
Porvorim,Land,42000000,6503,15.5251795,73.8282988
Porvorim,4 BHK,42000000,12193,15.5251795,73.8282988
Britona,2 BHK,420000,4667,15.5205288,73.8475227
Santa cruz,Land,42000000,6243,15.4731897,73.8468675
Vasco,3 BHK,42300000,16920,15.398403,73.8129178
Porvorim,4 BHK,42500000,19166,15.5251795,73.8282988
Siolim,2 BHK,42500000,21239,15.6270222,73.7656851
Porvorim,4 BHK,42500000,17865,15.5251795,73.8282988
Porvorim,4 BHK,42500000,13386,15.5251795,73.8282988
Nachinola,3 BHK,42500000,11486,15.5920154,73.8545597
Sancoale,3 BHK,42500000,11486,15.3886307,73.8893336
Verna,Land,42700000,1394,15.3510255,73.9303722
Carmona,Land,42900000,2787,15.1976008,73.9510757
Bicholim,3 BHK,43000000,15926,15.5557695,73.977291
Kadamba Plateau,2 BHK,430000,3909,15.4893121,73.8911462
Porvorim,4 BHK,43000000,18076,15.5251795,73.8282988
Dona Paula,3 BHK,43000000,15926,15.4581997,73.8038671
Candolim,3 BHK,43000000,16538,15.5201532,73.7659422
Panjim,3 BHK,43000000,10412,15.4989946,73.8282141
Saligao,3 BHK,43500000,13935,15.5462074,73.7891386
Dona Paula,3 BHK,43500000,15000,15.4581997,73.8038671
Porvorim,Land,43500000,2787,15.5251795,73.8282988
Margao,Land,44000000,5110,15.272923,73.9583159
Siolim,4 BHK,44000000,13271,15.6270222,73.7656851
Varca,4 BHK,44000000,11055,15.2314189,73.9432651
Chorao,Land,44200000,1394,15.5473117,73.8777787
Siolim,5 BHK,44900000,11536,15.6270222,73.7656851
Siolim,3 BHK,45000000,22500,15.6270222,73.7656851
Margao,3 BHK,45000000,19565,15.272923,73.9583159
Porvorim,4 BHK,45000000,13399,15.5251795,73.8282988
Reis Magos,6 BHK,45000000,10451,15.4966011,73.8095534
Dona Paula,4 BHK,45000000,13064,15.4581997,73.8038671
Kadamba Plateau,Land,45000000,14706,15.4893121,73.8911462
Varca,3 BHK,45000000,28057,15.2314189,73.9432651
Assagao,3 BHK,45000000,18000,15.5981002,73.7721529
Assagao,3 BHK,45000000,22597,15.5981002,73.7721529
Saligao,3 BHK,45000000,20902,15.5462074,73.7891386
Caranzalem,3 BHK,45000000,14042,15.4677228,73.8079977
Colva,4 BHK,45000000,17419,15.278266,73.9197099
Siolim,3 BHK,45000000,181452,15.6270222,73.7656851
Candolim,3 BHK,45000000,19920,15.5201532,73.7659422
Verla,3 BHK,45000000,19813,15.5869941,73.7829566
Verla,3 BHK,45000000,20902,15.5869941,73.7829566
Khorlim,Land,45000000,9290,15.5962895,73.7988996
Curtorim,Land,45000000,1394,15.289893,74.0221562
Caranzalem,3 BHK,45000000,14042,15.4677228,73.8079977
Porvorim,3 BHK,45000000,15000,15.5251795,73.8282988
Anjuna,3 BHK,46000000,16436,15.5850408,73.7438151
Porvorim,3 BHK,46000000,20372,15.5251795,73.8282988
Porvorim,3 BHK,46000000,19425,15.5251795,73.8282988
Porvorim,3 BHK,46000000,20372,15.5251795,73.8282988
Miramar,3 BHK,46000000,20646,15.4827569,73.8093495
Sangolda,4 BHK,46100000,20808,15.5454334,73.8114185
Caranzalem,3 BHK,46500000,14042,15.4677228,73.8079977
Siolim,2 BHK,46500000,25833,15.6270222,73.7656851
Siolim,4 BHK,46500000,17741,15.6270222,73.7656851
Verla,Land,46500000,6835,15.5869941,73.7829566
Siolim,4 BHK,46800000,17856,15.6270222,73.7656851
Siolim,3 BHK,47000000,16207,15.6270222,73.7656851
Siolim,4 BHK,47000000,15400,15.6270222,73.7656851
Siolim,4 BHK,47000000,14174,15.6270222,73.7656851
Bainguinim,Land,47400000,14580,15.5003488,73.9022881
Sancoale,3 BHK,47500000,7288,15.3886307,73.8893336
Sancoale,3 BHK,47500000,7288,15.3886307,73.8893336
Porvorim,4 BHK,47500000,19000,15.5251795,73.8282988
Parra,4 BHK,47500000,13017,15.573657,73.7931724
Dona Paula,2 BHK,47500000,20334,15.4581997,73.8038671
Anjuna,4 BHK,47500000,12865,15.5850408,73.7438151
Porvorim,4 BHK,47500000,16843,15.5251795,73.8282988
Anjuna,4 BHK,47500000,12865,15.5850408,73.7438151
Anjuna,4 BHK,47500000,13571,15.5850408,73.7438151
Kadamba Plateau,5 BHK,48000000,12741,15.4893121,73.8911462
Aldona,Land,48100000,5388,15.5896313,73.8710503
Aldona,Land,48500000,5632,15.5896313,73.8710503
Bicholim,3 BHK,48500000,17963,15.5557695,73.977291
Assagao,3 BHK,49500000,22993,15.5981002,73.7721529
Calangute,Land,49500000,5110,15.545594,73.7646182
Porvorim,Land,49500000,5110,15.5251795,73.8282988
Assagao,3 BHK,49500000,22993,15.5981002,73.7721529
Assagao,3 BHK,49500000,22993,15.5981002,73.7721529
Assagao,3 BHK,49500000,22993,15.5981002,73.7721529
Dona Paula,3 BHK,50000000,18074,15.4581997,73.8038671
Benaulim,Land,50000000,3248,15.2601367,73.9275675
Kadamba Plateau,5 BHK,50000000,10000,15.4893121,73.8911462
Dona Paula,Land,50000000,5161,15.4581997,73.8038671
Assagao,3 BHK,50000000,26525,15.5981002,73.7721529
Colva,3 BHK,50000000,7146,15.278266,73.9197099
Bainguinim,Land,50000000,15380,15.5003488,73.9022881
Dona Paula,4 BHK,50000000,11671,15.4581997,73.8038671
Colva,4 BHK,50000000,21114,15.278266,73.9197099
Guirim,6 BHK,50000000,250000,15.5670553,73.8036817
Margao,Land,50000000,18868,15.272923,73.9583159
Nuvem,5 BHK,50000000,12500,15.308184,73.9480748
Anjuna,Land,50000000,10322,15.5850408,73.7438151
Moira,3 BHK,50000000,17204,15.6006339,73.844194
Dona Paula,Land,50000000,9290,15.4581997,73.8038671
Dona Paula,4 BHK,50000000,12554,15.4581997,73.8038671
Assagao,4 BHK,50000000,21114,15.5981002,73.7721529
Dharbandora,Land,50000000,464,15.3883514,74.1837204
Bicholim,4 BHK,50000000,20000,15.5557695,73.977291
Ponda,4 BHK,50000000,14984,15.3979351,74.0079788
Siolim,3 BHK,50000000,17528,15.6270222,73.7656851
Mapusa,3 BHK,50000000,14516,15.590853,73.8102146
Parra,3 BHK,50000000,15746,15.573657,73.7931724
Assagao,3 BHK,50000000,26525,15.5981002,73.7721529
Moira,3 BHK,50000000,21114,15.6006339,73.844194
Assagao,3 BHK,50000000,26525,15.5981002,73.7721529
Casa Vino,4 BHK,50000000,11642,null,null
Casa Vino,4 BHK,50000000,11642,null,null
Kadamba Plateau,4 BHK,50000000,166667,15.4893121,73.8911462
Verla,3 BHK,50000000,13277,15.5869941,73.7829566
Vagator,3 BHK,50000000,27485,15.5985735,73.7408126
Calangute,Land,50700000,6503,15.545594,73.7646182
Sangolda,6 BHK,51000000,14571,15.5454334,73.8114185
Margao,Land,51000000,5574,15.272923,73.9583159
Porvorim,Land,51000000,5574,15.5251795,73.8282988
Dona Paula,Land,51000000,7896,15.4581997,73.8038671
Panjim,2 BHK,510000,10412,15.4989946,73.8282141
Kadamba Plateau,Land,51300000,6085,15.4893121,73.8911462
Siolim,Land,52000000,7432,15.6270222,73.7656851
Siolim,4 BHK,52000000,13378,15.6270222,73.7656851
Dona Paula,Land,52300000,6968,15.4581997,73.8038671
Bainguinim,Land,52400000,16118,15.5003488,73.9022881
Porvorim,4 BHK,52500000,20322,15.5251795,73.8282988
Porvorim,3 BHK,52500000,17671,15.5251795,73.8282988
Calangute,4 BHK,52500000,21970,15.545594,73.7646182
Porvorim,3 BHK,52500000,17800,15.5251795,73.8282988
Siolim,4 BHK,52500000,17747,15.6270222,73.7656851
Assagao,3 BHK,52500000,21000,15.5981002,73.7721529
Sangolda,3 BHK,52500000,21677,15.5454334,73.8114185
Moira,3 BHK,52500000,19202,15.6006339,73.844194
Siolim,3 BHK,52700000,18545,15.6270222,73.7656851
Parra,Land,52800000,9290,15.573657,73.7931724
Dona Paula,Land,52900000,9754,15.4581997,73.8038671
Porvorim,4 BHK,53000000,15143,15.5251795,73.8282988
Siolim,4 BHK,53000000,13310,15.6270222,73.7656851
Assagao,4 BHK,53000000,19630,15.5981002,73.7721529
Sangolda,5 BHK,53000000,12802,15.5454334,73.8114185
Bicholim,3 BHK,53000000,15588,15.5557695,73.977291
Candolim,4 BHK,53400000,15501,15.5201532,73.7659422
Mandrem,Land,53500000,3976,15.6551117,73.7197877
Siolim,4 BHK,54000000,13500,15.6270222,73.7656851
Margao,3 BHK,54000000,22351,15.272923,73.9583159
Mandrem,Land,54000000,4013,15.6551117,73.7197877
Assagao,3 BHK,54700000,24311,15.5981002,73.7721529
Assagao,3 BHK,55000000,22478,15.5981002,73.7721529
Parra,3 BHK,55000000,24331,15.573657,73.7931724
Parra,3 BHK,55000000,25170,15.573657,73.7931724
Porvorim,4 BHK,55000000,16487,15.5251795,73.8282988
Siolim,4 BHK,55000000,26190,15.6270222,73.7656851
Porvorim,4 BHK,55000000,21154,15.5251795,73.8282988
Siolim,Land,55000000,5241,15.6270222,73.7656851
Siolim,3 BHK,55000000,23655,15.6270222,73.7656851
Parra,4 BHK,55000000,14393,15.573657,73.7931724
Siolim,4 BHK,55000000,12881,15.6270222,73.7656851
Saligao,5 BHK,55000000,7299,15.5462074,73.7891386
Siolim,4 BHK,55000000,22215,15.6270222,73.7656851
Siolim,3 BHK,55000000,21027,15.6270222,73.7656851
Nachinola,3 BHK,55000000,15028,15.5920154,73.8545597
Assagao,3 BHK,55000000,21154,15.5981002,73.7721529
Anjuna,Land,55000000,10219,15.5850408,73.7438151
Sangolda,4 BHK,55000000,25548,15.5454334,73.8114185
Margao,4 BHK,55000000,16482,15.272923,73.9583159
Porvorim,3 BHK,55000000,16068,15.5251795,73.8282988
Candolim,2 BHK,55000000,16277,15.5201532,73.7659422
Colva,3 BHK,55000000,10909,15.278266,73.9197099
Margao,4 BHK,55000000,15207,15.272923,73.9583159
Dona Paula,3 BHK,55300000,15807,15.4581997,73.8038671
Porvorim,Land,55300000,7229,15.5251795,73.8282988
Dona Paula,Land,55400000,10219,15.4581997,73.8038671
Porvorim,4 BHK,56000000,22044,15.5251795,73.8282988
Casa Vino,4 BHK,56000000,11642,null,null
Parra,4 BHK,56000000,15530,15.573657,73.7931724
Vasco,6 BHK,56000000,16258,15.398403,73.8129178
Casa Vino,4 BHK,56000000,11642,null,null
Panjim,4 BHK,56000000,14451,15.4989946,73.8282141
Assagao,3 BHK,56000000,23647,15.5981002,73.7721529
Casa Vino,4 BHK,56000000,11642,null,null
Casa Vino,4 BHK,56000000,11642,null,null
Casa Vino,4 BHK,56000000,11642,null,null
Casa Vino,4 BHK,56000000,11642,null,null
Casa Vino,4 BHK,56000000,11642,null,null
Betalbatim,2 BHK,560000,4706,15.300881,73.9203
Porvorim,4 BHK,56000000,19113,15.5251795,73.8282988
Siolim,3 BHK,56500000,21731,15.6270222,73.7656851
Casa Vino,4 BHK,57000000,11642,null,null
Parra,Land,57000000,67059,15.573657,73.7931724
Casa Vino,4 BHK,57000000,11642,null,null
Siolim,3 BHK,57000000,21923,15.6270222,73.7656851
Casa Vino,4 BHK,57000000,11642,null,null
Siolim,3 BHK,57500000,22350,15.6270222,73.7656851
Marna,4 BHK,57500000,18548,15.6132808,73.7719541
Porvorim,4 BHK,57500000,17121,15.5251795,73.8282988
Siolim,Land,57500000,5479,15.6270222,73.7656851
Reis Magos,2 BHK,57500000,31944,15.4966011,73.8095534
Bicholim,4 BHK,57900000,20679,15.5557695,73.977291
Porvorim,4 BHK,58000000,22451,15.5251795,73.8282988
Morjim,3 BHK,58000000,21569,15.6294635,73.7358315
Nachinola,3 BHK,58200000,16484,15.5920154,73.8545597
Morjim,3 BHK,58500000,21755,15.6294635,73.7358315
Dabolim,Land,59000000,2973,15.3896948,73.8528925
Casa Vino,4 BHK,59500000,11642,null,null
Casa Vino,4 BHK,59500000,10630,null,null
Siolim,5 BHK,59500000,14167,15.6270222,73.7656851
Casa Vino,4 BHK,59500000,11642,null,null
Nachinola,4 BHK,59500000,9917,15.5920154,73.8545597
Majorda,4 BHK,59500000,13669,15.3132484,73.9103868
Casa Vino,4 BHK,59500000,11642,null,null
Reis Magos,4 BHK,59500000,11862,15.4966011,73.8095534
Colva,Land,60000000,37500,15.278266,73.9197099
Mandrem,4 BHK,60000000,11104,15.6551117,73.7197877
Santa cruz,4 BHK,60000000,11148,15.4731897,73.8468675
Miramar,3 BHK,60000000,23033,15.4827569,73.8093495
Anjuna,6 BHK,60000000,17923,15.5850408,73.7438151
Nachinola,4 BHK,60000000,16394,15.5920154,73.8545597
Aldona,3 BHK,60000000,13935,15.5896313,73.8710503
Margao,Land,60000000,101,15.272923,73.9583159
Siolim,Land,60000000,5717,15.6270222,73.7656851
Miramar,4 BHK,60000000,20493,15.4827569,73.8093495
Marna,4 BHK,60000000,17419,15.6132808,73.7719541
Vagator,3 BHK,60000000,21773,15.5985735,73.7408126
Borim,4 BHK,60000000,16216,15.3688993,74.0111898
Shiroda,Land,60000000,40,15.3204056,74.0294384
Parra,4 BHK,60000000,22296,15.573657,73.7931724
Moira,Land,60000000,4288,15.6006339,73.844194
Siolim,4 BHK,60000000,18457,15.6270222,73.7656851
Anjuna,3 BHK,60000000,28152,15.5850408,73.7438151
Bicholim,Land,60000000,372,15.5557695,73.977291
Divar Island,Land,60000000,3185,15.5250877,73.9078163
Anjuna,6 BHK,60000000,128755,15.5850408,73.7438151
Assagao,3 BHK,60000000,23077,15.5981002,73.7721529
Vagator,3 BHK,60000000,17878,15.5985735,73.7408126
Vagator,4 BHK,60000000,21429,15.5985735,73.7408126
Miramar,3 BHK,60000000,23519,15.4827569,73.8093495
Morjim,Land,60000000,5574,15.6294635,73.7358315
Corjuem,Land,60000000,4645,15.5948066,73.8888502
Benaulim,4 BHK,60000000,16394,15.2601367,73.9275675
Dona Paula,Land,60500000,9290,15.4581997,73.8038671
Siolim,3 BHK,61000000,31483,15.6270222,73.7656851
Anjuna,Land,61000000,5667,15.5850408,73.7438151
Porvorim,4 BHK,61800000,13733,15.5251795,73.8282988
Siolim,4 BHK,62000000,18002,15.6270222,73.7656851
Dona Paula,3 BHK,62000000,20268,15.4581997,73.8038671
Siolim,4 BHK,62000000,17997,15.6270222,73.7656851
Assagao,Land,62500000,10011,15.5981002,73.7721529
Assagao,Land,62500000,10011,15.5981002,73.7721529
Vagator,3 BHK,62500000,22681,15.5985735,73.7408126
Casa Vino,4 BHK,62500000,11166,null,null
Casa Vino,4 BHK,62500000,11166,null,null
Assagao,Land,62500000,10557,15.5981002,73.7721529
Anjuna,3 BHK,62500000,20737,15.5850408,73.7438151
Assagao,3 BHK,62500000,20161,15.5981002,73.7721529
Vagator,3 BHK,62500000,25699,15.5985735,73.7408126
Porvorim,3 BHK,62500000,30559,15.5251795,73.8282988
Torxem,Land,63000000,1672,null,null
Cavelossim,3 BHK,63000000,39009,15.1845618,73.9456314
Siolim,4 BHK,63000000,13456,15.6270222,73.7656851
Torse,Land,63000000,1672,15.7760445,73.8473296
Chorao,Land,63000000,1951,15.5473117,73.8777787
Vagator,4 BHK,64500000,19880,15.5985735,73.7408126
Morjim,3 BHK,65000000,22049,15.6294635,73.7358315
Arpora,3 BHK,65000000,25702,15.5630974,73.7640368
Siolim,4 BHK,65000000,10631,15.6270222,73.7656851
Kadamba Plateau,3 BHK,65000000,15055,15.4893121,73.8911462
Porvorim,4 BHK,65000000,20967,15.5251795,73.8282988
Anjuna,4 BHK,65000000,15134,15.5850408,73.7438151
Miramar,4 BHK,65000000,17002,15.4827569,73.8093495
Nachinola,5 BHK,65000000,18950,15.5920154,73.8545597
Siolim,3 BHK,65000000,35943,15.6270222,73.7656851
Siolim,4 BHK,65000000,13883,15.6270222,73.7656851
Nerul,4 BHK,65000000,20602,15.5093392,73.7846696
Bardez,Land,65000000,5891,15.5877201,73.8115174
Siolim,4 BHK,65000000,13883,15.6270222,73.7656851
Usgao,Land,65000000,507,15.4435253,74.0644276
Siolim,4 BHK,65000000,13883,15.6270222,73.7656851
Porvorim,4 BHK,65000000,20400,15.5251795,73.8282988
Casa Vino,4 BHK,65000000,11612,null,null
Dona Paula,3 BHK,65000000,31416,15.4581997,73.8038671
Dona Paula,5 BHK,65000000,16774,15.4581997,73.8038671
Parra,3 BHK,65000000,28755,15.573657,73.7931724
Anjuna,3 BHK,65000000,20469,15.5850408,73.7438151
Kadamba Plateau,3 BHK,65000000,26749,15.4893121,73.8911462
Parra,4 BHK,65000000,12248,15.573657,73.7931724
Moira,Land,65000000,4645,15.6006339,73.844194
Assagao,Land,65000000,15109,15.5981002,73.7721529
Parra,3 BHK,65000000,23214,15.573657,73.7931724
Assagao,4 BHK,65000000,25722,15.5981002,73.7721529
Parra,4 BHK,65000000,24850,15.573657,73.7931724
Saligao,Land,65000000,7104,15.5462074,73.7891386
Morjim,3 BHK,65000000,22038,15.6294635,73.7358315
Porvorim,4 BHK,65000000,18298,15.5251795,73.8282988
Arpora,3 BHK,65000000,20001,15.5630974,73.7640368
Assagao,Land,65000000,12077,15.5981002,73.7721529
Verna,Industrial Building,65000000,5032,15.3510255,73.9303722
Nachinola,4 BHK,65000000,20128,15.5920154,73.8545597
Arpora,5 BHK,65000000,19479,15.5630974,73.7640368
Morjim,Land,65100000,3000,15.6294635,73.7358315
Morjim,Land,65100000,3000,15.6294635,73.7358315
Siolim,4 BHK,65100000,16275,15.6270222,73.7656851
Dona Paula,Land,65100000,13935,15.4581997,73.8038671
Revora,Land,65200000,418,15.6566956,73.8464744
Revora,Land,65200000,418,15.6566956,73.8464744
Siolim,4 BHK,65500000,13978,15.6270222,73.7656851
Aldona,4 BHK,65700000,15069,15.5896313,73.8710503
Siolim,4 BHK,65800000,14063,15.6270222,73.7656851
Siolim,4 BHK,65800000,14063,15.6270222,73.7656851
Siolim,4 BHK,65900000,14063,15.6270222,73.7656851
Saligao,3 BHK,66000000,24444,15.5462074,73.7891386
Siolim,4 BHK,66000000,14097,15.6270222,73.7656851
Siolim,4 BHK,66000000,14103,15.6270222,73.7656851
Casa Vino,4 BHK,66000000,11791,null,null
Siolim,4 BHK,66000000,14091,15.6270222,73.7656851
Casa Vino,4 BHK,66000000,11791,null,null
Casa Vino,4 BHK,66000000,11791,null,null
Margao,3 BHK,66000000,9294,15.272923,73.9583159
Casa Vino,4 BHK,66000000,11791,null,null
Dona Paula,Land,66400000,8837,15.4581997,73.8038671
Chicalim,Land,67000000,2829,15.3918926,73.8344664
Siolim,4 BHK,67000000,14304,15.6270222,73.7656851
Siolim,4 BHK,67000000,18069,15.6270222,73.7656851
Casa Vino,4 BHK,67000000,11970,null,null
Casa Vino,4 BHK,67000000,11970,null,null
Candolim,4 BHK,67000000,13925,15.5201532,73.7659422
Arpora,4 BHK,67000000,14758,15.5630974,73.7640368
Casa Vino,4 BHK,67000000,11970,null,null
Arpora,5 BHK,67500000,16546,15.5630974,73.7640368
Parra,3 BHK,67500000,27029,15.573657,73.7931724
Porvorim,3 BHK,67500000,19596,15.5251795,73.8282988
Arpora,4 BHK,67500000,14868,15.5630974,73.7640368
Casa Vino,4 BHK,67500000,12059,null,null
Britona,7 BHK,68700000,5728,15.5205288,73.8475227
Saipem,3 BHK,69500000,22240,null,null
Siolim,3 BHK,69500000,19332,15.6270222,73.7656851
Aldona,5 BHK,69500000,6913,15.5896313,73.8710503
Siolim,3 BHK,69500000,19332,15.6270222,73.7656851
Colva,Land,69800000,2947,15.278266,73.9197099
Morjim,3 BHK,70000000,21269,15.6294635,73.7358315
Siolim,3 BHK,70000000,19126,15.6270222,73.7656851
Porvorim,4 BHK,70000000,17500,15.5251795,73.8282988
Arpora,5 BHK,70000000,20000,15.5630974,73.7640368
Salcete,7 BHK,70000000,10769,15.2559657,73.9881845
Colva,4 BHK,70000000,14451,15.278266,73.9197099
Arpora,3 BHK,70000000,27679,15.5630974,73.7640368
Morjim,4 BHK,70000000,218750,15.6294635,73.7358315
Miramar,4 BHK,70000000,20000,15.4827569,73.8093495
Vagator,4 BHK,70000000,28397,15.5985735,73.7408126
Colvale,5 BHK,70000000,13408,15.6444652,73.836751
Porvorim,Land,70000000,6503,15.5251795,73.8282988
Chorao,Land,70000000,2186,15.5473117,73.8777787
Morjim,4 BHK,70000000,19126,15.6294635,73.7358315
Anjuna,3 BHK,70000000,19412,15.5850408,73.7438151
Mandrem,4 BHK,70000000,24633,15.6551117,73.7197877
Anjuna,3 BHK,70000000,19412,15.5850408,73.7438151
Corjuem,5 BHK,70000000,14451,15.5948066,73.8888502
Sangolda,3 BHK,70000000,23225,15.5454334,73.8114185
Parra,4 BHK,70000000,12727,15.573657,73.7931724
Porvorim,4 BHK,70000000,162413,15.5251795,73.8282988
Colva,4 BHK,70000000,10909,15.278266,73.9197099
Porvorim,3 BHK,70000000,20000,15.5251795,73.8282988
Saligao,Land,70200000,7246,15.5462074,73.7891386
Ribandar,3 BHK,70300000,27212,15.502891,73.866032
Parra,3 BHK,71000000,25357,15.573657,73.7931724
Anjuna,3 BHK,71000000,18308,15.5850408,73.7438151
Casa Vino,4 BHK,71000000,11642,null,null
Siolim,Land,72000000,39452,15.6270222,73.7656851
Assagao,4 BHK,72000000,19407,15.5981002,73.7721529
Casa Vino,4 BHK,72000000,11642,null,null
Chicalim,Land,72100000,6963,15.3918926,73.8344664
Vagator,3 BHK,72500000,24086,15.5985735,73.7408126
Dona Paula,4 BHK,72500000,20045,15.4581997,73.8038671
Anjuna,4 BHK,72500000,14927,15.5850408,73.7438151
Siolim,4 BHK,72500000,17747,15.6270222,73.7656851
Guirim,4 BHK,72500000,16230,15.5670553,73.8036817
Moira,5 BHK,72500000,11154,15.6006339,73.844194
Assagao,4 BHK,72500000,19542,15.5981002,73.7721529
Assagao,4 BHK,72500000,30133,15.5981002,73.7721529
Siolim,3 BHK,72500000,35024,15.6270222,73.7656851
Mandrem,4 BHK,72500000,19244,15.6551117,73.7197877
Bicholim,Land,73400000,186,15.5557695,73.977291
Bicholim,Land,73400000,186,15.5557695,73.977291
Chorao,Land,73500000,46,15.5473117,73.8777787
Vagator,3 BHK,73500000,23558,15.5985735,73.7408126
Assagao,3 BHK,73500000,43881,15.5981002,73.7721529
Nerul,3 BHK,74500000,28413,15.5093392,73.7846696
Anjuna,3 BHK,74500000,19564,15.5850408,73.7438151
Porvorim,3 BHK,74600000,27611,15.5251795,73.8282988
Assagao,4 BHK,75000000,19659,15.5981002,73.7721529
Arpora,3 BHK,75000000,18750,15.5630974,73.7640368
Vagator,3 BHK,75000000,25000,15.5985735,73.7408126
Moira,3 BHK,75000000,23438,15.6006339,73.844194
Aldona,5 BHK,75000000,17684,15.5896313,73.8710503
Siolim,4 BHK,75000000,15081,15.6270222,73.7656851
Aldona,Land,75000000,3318,15.5896313,73.8710503
Saligao,4 BHK,75000000,19907,15.5462074,73.7891386
Corjuem,Land,75000000,2177,15.5948066,73.8888502
Betalbatim,Land,75000000,4391,15.300881,73.9203
Moira,4 BHK,75000000,255102,15.6006339,73.844194
Dona Paula,7 BHK,75000000,12599,15.4581997,73.8038671
Parra,4 BHK,75000000,11612,15.573657,73.7931724
Moira,3 BHK,75000000,24795,15.6006339,73.844194
Anjuna,4 BHK,75000000,31815,15.5850408,73.7438151
Saligao,4 BHK,75000000,19907,15.5462074,73.7891386
Aldona,5 BHK,75000000,17684,15.5896313,73.8710503
Siolim,4 BHK,75000000,15625,15.6270222,73.7656851
Moira,5 BHK,75000000,12097,15.6006339,73.844194
Porvorim,4 BHK,75000000,14699,15.5251795,73.8282988
Guirim,4 BHK,75000000,18293,15.5670553,73.8036817
Vagator,3 BHK,75000000,24038,15.5985735,73.7408126
Anjuna,3 BHK,75000000,19695,15.5850408,73.7438151
Ashvem,4 BHK,75000000,20799,15.6409082,73.7227482
Nerul,3 BHK,75000000,28604,15.5093392,73.7846696
Baga,3 BHK,75000000,18680,15.5592836,73.7539656
Assagao,3 BHK,76000000,19945,15.5981002,73.7721529
Aldona,Land,77400000,3887,15.5896313,73.8710503
Assagao,Land,77500000,133621,15.5981002,73.7721529
Moira,5 BHK,77500000,12500,15.6006339,73.844194
Moira,5 BHK,77500000,11923,15.6006339,73.844194
Candolim,4 BHK,77500000,21238,15.5201532,73.7659422
Siolim,Land,78000000,7628,15.6270222,73.7656851
Seraulim,Land,78000000,3716,null,null
Siolim,4 BHK,78200000,19958,15.6270222,73.7656851
Aldona,Land,78500000,4240,15.5896313,73.8710503
Moira,3 BHK,79500000,19875,15.6006339,73.844194
Siolim,4 BHK,79500000,22238,15.6270222,73.7656851
Moira,5 BHK,79900000,12292,15.6006339,73.844194
Arambol,5 BHK,80000000,51613,15.6878815,73.7055986
Dona Paula,5 BHK,80000000,16516,15.4581997,73.8038671
Saligao,4 BHK,80000000,16667,15.5462074,73.7891386
Moira,4 BHK,80000000,20362,15.6006339,73.844194
Assagao,4 BHK,80000000,21731,15.5981002,73.7721529
Saligao,3 BHK,80000000,33179,15.5462074,73.7891386
Arpora,6 BHK,80000000,22386,15.5630974,73.7640368
Morjim,4 BHK,80000000,26638,15.6294635,73.7358315
Porvorim,2 BHK,800000,6667,15.5251795,73.8282988
Porvorim,2 BHK,800000,667,15.5251795,73.8282988
Moira,5 BHK,80000000,13612,15.6006339,73.844194
Moira,5 BHK,80000000,14864,15.6006339,73.844194
Assagao,Land,80000000,13662,15.5981002,73.7721529
Saligao,3 BHK,80000000,24773,15.5462074,73.7891386
Parra,5 BHK,80000000,16516,15.573657,73.7931724
Bambolim,4 BHK,80000000,24790,15.4549212,73.8464479
Candolim,4 BHK,80000000,18580,15.5201532,73.7659422
Moira,5 BHK,80000000,12903,15.6006339,73.844194
Anjuna,4 BHK,80000000,24208,15.5850408,73.7438151
Porvorim,4 BHK,80000000,17391,15.5251795,73.8282988
Anjuna,Land,80000000,7432,15.5850408,73.7438151
Vagator,3 BHK,80000000,21209,15.5985735,73.7408126
Dona Paula,3 BHK,80200000,33866,15.4581997,73.8038671
Anjuna,Land,81000000,8361,15.5850408,73.7438151
Moira,4 BHK,81500000,26289,15.6006339,73.844194
Margao,Land,81600000,4459,15.272923,73.9583159
Anjuna,4 BHK,82000000,26451,15.5850408,73.7438151
Vagator,Land,82500000,8068,15.5985735,73.7408126
Bardez,Land,82500000,6968,15.5877201,73.8115174
Dona Paula,4 BHK,82500000,15328,15.4581997,73.8038671
Saligao,4 BHK,82500000,37387,15.5462074,73.7891386
Saligao,4 BHK,82500000,21290,15.5462074,73.7891386
Sangolda,Land,82500000,5110,15.5454334,73.8114185
Parra,4 BHK,84000000,19765,15.573657,73.7931724
Nachinola,4 BHK,85000000,23642,15.5920154,73.8545597
Assagao,4 BHK,85000000,21935,15.5981002,73.7721529
Nerul,4 BHK,85000000,21250,15.5093392,73.7846696
Panjim,5 BHK,85000000,22831,15.4989946,73.8282141
Porvorim,3 BHK,85000000,19731,15.5251795,73.8282988
Moira,5 BHK,85000000,13077,15.6006339,73.844194
Anjuna,4 BHK,85000000,23501,15.5850408,73.7438151
Moira,5 BHK,85000000,14475,15.6006339,73.844194
Bambolim,4 BHK,85000000,9871,15.4549212,73.8464479
Siolim,4 BHK,85000000,20301,15.6270222,73.7656851
Anjuna,4 BHK,85000000,24716,15.5850408,73.7438151
Aldona,Land,85000000,4564,15.5896313,73.8710503
Telaulim,3 BHK,85500000,20367,15.24329,73.956604
