Location,BHK,price,sq_feet,latitude,longitude
Siolim,Studio Apartment,9000000,17747,15.6270222,73.7656851
Kadamba Plateau,Land,9000000,2787,15.4893121,73.8911462
Porvorim,2 BHK,9000000,8361,15.5251795,73.8282988
Duler,2 BHK,9000000,7814,15.6000769,73.8161301
Taleigao,2 BHK,9000000,7601,15.4702665,73.8225674
Santa cruz,2 BHK,9000000,8182,15.4731897,73.8468675
Benaulim,2 BHK,9000000,8990,15.2601367,73.9275675
Colva,3 BHK,9000000,10909,15.278266,73.9197099
Kadamba Plateau,2 BHK,9000000,7334,15.4893121,73.8911462
Corgao,Land,9000000,2389,15.7097724,73.7516419
Margao,4 BHK,9000000,4645,15.272923,73.9583159
Ponda,Land,9000000,1575,15.3979351,74.0079788
Mapusa,2 BHK,9000000,91837,15.590853,73.8102146
Colva,3 BHK,9000000,5972,15.278266,73.9197099
Vasco,3 BHK,9000000,7500,15.398403,73.8129178
Dona Paula,2 BHK,9000000,8039,15.4581997,73.8038671
Kadamba Plateau,2 BHK,9000000,7671,15.4893121,73.8911462
Curchorem,Land,9000000,597,15.2617381,74.1082756
Nerul,1 BHK,9000000,9000,15.5093392,73.7846696
Assonora,Land,9000000,1079,15.6195608,73.9005334
Old Goa,Land,9000000,2787,15.5023329,73.9117432
Calangute,2 BHK,9000000,17857,15.545594,73.7646182
Calangute,Studio Apartment,9040000,17857,15.545594,73.7646182
Curchorem,Land,9080000,929,15.2617381,74.1082756
Sasoli,Land,9100000,1655,null,null
Porvorim,2 BHK,9100000,13575,15.5251795,73.8282988
Chandor,Land,9100000,1556,15.2614307,74.0440025
Mapusa,2 BHK,9190000,7488,15.590853,73.8102146
Borim,Land,9200000,1394,15.3688993,74.0111898
Ponda,Land,9200000,1394,15.3979351,74.0079788
Panjim,2 BHK,9200000,10423,15.4989946,73.8282141
Arpora,1 BHK,9200000,14003,15.5630974,73.7640368
Dabolim,2 BHK,9260000,7229,15.3896948,73.8528925
Dabolim,2 BHK,9260000,7229,15.3896948,73.8528925
Dabolim,Land,9350000,2322,15.3896948,73.8528925
Navelim,2 BHK,9400000,7939,15.2565946,73.9664212
Dabolim,2 BHK,9500000,7415,15.3896948,73.8528925
Aldona,2 BHK,9500000,6789,15.5896313,73.8710503
Kadamba Plateau,2 BHK,9500000,8024,15.4893121,73.8911462
Bicholim,Land,9500000,6173,15.5557695,73.977291
Kadamba Plateau,2 BHK,9500000,8176,15.4893121,73.8911462
Kadamba Plateau,2 BHK,9500000,10507,15.4893121,73.8911462
Porvorim,3 BHK,9500000,7234,15.5251795,73.8282988
Mapusa,2 BHK,9500000,9801,15.590853,73.8102146
Vagator,1 BHK,9500000,19880,15.5985735,73.7408126
Caranzalem,2 BHK,9500000,102151,15.4677228,73.8079977
Dabolim,3 BHK,9500000,6333,15.3896948,73.8528925
Old Goa,2 BHK,9500000,7951,15.5023329,73.9117432
Moira,4 BHK,9500000,5731,15.6006339,73.844194
Ribandar,2 BHK,9500000,7308,15.502891,73.866032
Bambolim,2 BHK,9500000,9490,15.4549212,73.8464479
Nuvem,3 BHK,9500000,5884,15.308184,73.9480748
Mapusa,2 BHK,9500000,9006,15.590853,73.8102146
Mapusa,2 BHK,9500000,14685,15.590853,73.8102146
Dabolim,3 BHK,9500000,8444,15.3896948,73.8528925
Kadamba Plateau,2 BHK,9500000,8826,15.4893121,73.8911462
Varca,2 BHK,9500000,9048,15.2314189,73.9432651
Varca,2 BHK,9500000,7674,15.2314189,73.9432651
Caranzalem,2 BHK,9500000,9593,15.4677228,73.8079977
Porvorim,2 BHK,9500000,8724,15.5251795,73.8282988
Candolim,1 BHK,9500000,13971,15.5201532,73.7659422
Dabolim,Land,9500000,7037,15.3896948,73.8528925
Betalbatim,1 BHK,9500000,11032,15.300881,73.9203
Margao,2 BHK,9500000,9294,15.272923,73.9583159
Calangute,2 BHK,9500000,17857,15.545594,73.7646182
Dabolim,2 BHK,9500000,7415,15.3896948,73.8528925
Siolim,1 BHK,9500000,11216,15.6270222,73.7656851
Calangute,2 BHK,9500000,17857,15.545594,73.7646182
Tiswadi,Land,9500000,2206,15.4904623,73.8838495
Kadamba Plateau,Land,9500000,3934,15.4893121,73.8911462
Mapusa,3 BHK,9500000,5963,15.590853,73.8102146
Dona Paula,1 BHK,9500000,9806,15.4581997,73.8038671
Mapusa,2 BHK,9500000,9006,15.590853,73.8102146
Thivim,2 BHK,9570000,8700,15.6298781,73.8770455
Caranzalem,2 BHK,9600000,7755,15.4677228,73.8079977
Porvorim,2 BHK,9620000,8272,15.5251795,73.8282988
Porvorim,Studio Apartment,9690000,15020,15.5251795,73.8282988
Margao,2 BHK,9700000,6437,15.272923,73.9583159
Vasco,3 BHK,9700000,8121,15.398403,73.8129178
Nachinola,2 BHK,9700000,8192,15.5920154,73.8545597
Porvorim,Land,9700000,15039,15.5251795,73.8282988
Nachinola,2 BHK,9700000,8192,15.5920154,73.8545597
Calangute,Studio Apartment,9750000,17857,15.545594,73.7646182
Guirim,3 BHK,9800000,5355,15.5670553,73.8036817
Porvorim,2 BHK,9800000,13575,15.5251795,73.8282988
Dona Paula,2 BHK,9800000,8926,15.4581997,73.8038671
Bicholim,1 BHK,9800000,11329,15.5557695,73.977291
Kadamba Plateau,2 BHK,9800000,10114,15.4893121,73.8911462
Velha,3 BHK,9800000,6128,15.5023329,73.9117432
Velha,3 BHK,9800000,5765,15.5023329,73.9117432
Porvorim,2 BHK,9800000,8999,15.5251795,73.8282988
Margao,3 BHK,9800000,6457,15.272923,73.9583159
Porvorim,1 BHK,9800000,14000,15.5251795,73.8282988
Candolim,2 BHK,9900000,9681,15.5201532,73.7659422
Taleigao,2 BHK,9900000,9482,15.4702665,73.8225674
Mopa,Land,9900000,3667,15.757828,73.8557746
Porvorim,2 BHK,9900000,8361,15.5251795,73.8282988
Dabolim,Land,9900000,7333,15.3896948,73.8528925
Siolim,2 BHK,9900000,11791,15.6270222,73.7656851
Navelim,3 BHK,9900000,55000,15.2565946,73.9664212
Calangute,1 BHK,9960000,13228,15.545594,73.7646182
Corlim,2 BHK,5828800000,5699972,15.4948124,73.9465928
Bogmalo Beach,Land,25000000000,1041666690,15.369678,73.8338775
